workload,matrix_size,process,matched_kernel_family,kernel_family_instance_count,ncu_status,ncu_profiled_kernel_names,first_launch_order,sm_throughput_pct,tensor_pipe_active_pct,dram_cycles_active_pct,dram_bw_pct_of_peak,l2_throughput_pct,l2_hit_rate_pct,achieved_occupancy_pct,waves_per_sm,gemm_tflops_from_replay,dominant_stalls,hardware_bottleneck_interpretation
planner_debate,1024,mir_operator:prefill_layer01,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113647,8.46,0.0,39.8,0.0,16.91,27.73,41.99,0.34,,,"underutilised: SM 2 %, DRAM 51 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer01,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113648,15.68,0.0,39.59,0.0,23.86,57.13,65.37,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer01,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113653,37.65,43.86,33.46,0.0,67.14,89.84,13.75,1.0,,,"underutilised: SM 34 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer01,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113658,17.75,0.0,7.1,0.0,5.18,59.98,67.95,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 68 %"
planner_debate,1024,mir_operator:prefill_layer01,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113661,5.44,0.0,60.86,0.0,25.02,49.56,49.95,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer01,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113672,22.17,12.33,37.59,0.0,28.05,57.49,33.78,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer02,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113693,9.87,0.0,53.6,0.0,28.52,51.73,55.07,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 63 %"
planner_debate,1024,mir_operator:prefill_layer02,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113694,0.93,0.0,31.38,0.0,14.54,66.13,22.99,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer02,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113695,8.4,0.0,39.15,0.0,16.74,27.24,42.43,0.34,,,"underutilised: SM 2 %, DRAM 51 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer02,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113696,15.23,0.0,39.77,0.0,23.9,56.69,64.97,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer02,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113701,36.93,44.02,33.1,0.0,66.62,89.85,13.71,1.0,,,"underutilised: SM 34 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer02,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113706,17.69,0.0,7.15,0.0,5.23,60.68,68.44,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer02,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113709,5.14,0.0,60.03,0.0,23.75,48.8,49.15,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer02,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113720,22.09,12.24,38.55,0.0,28.13,57.45,33.7,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer03,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113741,10.0,0.0,53.2,0.0,28.67,51.63,54.88,1.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer03,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113742,0.87,0.0,31.53,0.0,14.8,68.96,23.01,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer03,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113743,8.52,0.0,39.5,0.0,17.04,27.33,41.62,0.34,,,"underutilised: SM 2 %, DRAM 49 %, L2 19 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer03,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113744,15.8,0.0,39.35,0.0,23.79,57.17,65.45,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer03,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113749,37.69,44.01,33.42,0.0,66.71,89.86,13.78,1.0,,,"underutilised: SM 34 %, DRAM 28 %, L2 54 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer03,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113754,17.64,0.0,7.18,0.0,5.21,60.6,67.87,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer03,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113757,5.46,0.0,60.8,0.0,24.0,50.42,49.7,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer03,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113768,22.4,12.26,38.84,0.0,28.04,57.24,33.86,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer04,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113789,9.9,0.0,52.81,0.0,28.72,51.71,55.13,1.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 63 %"
planner_debate,1024,mir_operator:prefill_layer04,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113790,0.93,0.0,31.38,0.0,14.58,69.48,23.09,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer04,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113791,8.47,0.0,39.2,0.0,16.7,27.02,42.81,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer04,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113792,15.58,0.0,38.93,0.0,23.5,56.76,65.65,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer04,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113797,37.37,43.97,33.81,0.0,66.51,89.83,13.74,1.0,,,"underutilised: SM 34 %, DRAM 27 %, L2 53 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer04,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113802,17.63,0.0,7.21,0.0,5.24,61.9,67.6,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 68 %"
planner_debate,1024,mir_operator:prefill_layer04,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113805,5.47,0.0,55.33,0.0,21.92,50.42,49.79,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer04,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113816,22.41,12.19,38.26,0.0,27.99,57.35,33.67,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer05,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113837,10.04,0.0,52.82,0.0,29.06,51.72,55.56,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer05,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113838,0.92,0.0,31.17,0.0,14.71,69.95,22.92,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer05,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113839,8.6,0.0,39.66,0.0,16.79,27.38,42.79,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer05,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113840,15.79,0.0,39.71,0.0,24.22,56.69,64.89,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer05,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113845,37.13,43.99,34.05,0.0,66.77,89.89,13.8,1.0,,,"underutilised: SM 33 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer05,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113850,17.6,0.0,7.14,0.0,5.04,61.46,68.04,1.33,,,"underutilised: SM 17 %, DRAM 5 %, L2 5 %, occ 68 %"
planner_debate,1024,mir_operator:prefill_layer05,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113853,5.12,0.0,60.8,0.0,24.03,49.16,49.97,0.67,,,"underutilised: SM 13 %, DRAM 31 %, L2 18 %, occ 54 %"
planner_debate,1024,mir_operator:prefill_layer05,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113864,22.23,12.22,37.79,0.0,27.85,57.51,33.98,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer06,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113885,9.75,0.0,52.94,0.0,28.74,51.66,55.32,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 65 %"
planner_debate,1024,mir_operator:prefill_layer06,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113886,0.92,0.0,32.98,0.0,14.39,51.71,23.04,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer06,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113887,8.37,0.0,39.44,0.0,16.89,27.33,42.75,0.34,,,"underutilised: SM 2 %, DRAM 51 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer06,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113888,15.93,0.0,38.73,0.0,23.26,56.9,64.99,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer06,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113893,37.16,43.94,34.12,0.0,66.8,89.87,13.72,1.0,,,"underutilised: SM 34 %, DRAM 27 %, L2 52 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer06,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113898,17.63,0.0,7.66,0.0,5.08,60.15,68.12,1.33,,,"underutilised: SM 17 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer06,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113901,5.39,0.0,61.46,0.0,24.31,49.58,49.13,0.67,,,"underutilised: SM 14 %, DRAM 31 %, L2 18 %, occ 56 %"
planner_debate,1024,mir_operator:prefill_layer06,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113912,22.46,12.25,37.87,0.0,27.98,57.48,33.56,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer07,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113933,9.95,0.0,52.52,0.0,28.71,51.81,54.58,1.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 63 %"
planner_debate,1024,mir_operator:prefill_layer07,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113934,0.95,0.0,31.25,0.0,14.77,69.58,23.04,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer07,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113935,8.3,0.0,40.8,0.0,17.18,27.22,42.76,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer07,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113936,15.76,0.0,38.1,0.0,23.53,56.48,65.75,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer07,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113941,37.33,43.94,33.94,0.0,66.91,89.85,13.75,1.0,,,"underutilised: SM 35 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer07,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113946,17.56,0.0,7.54,0.0,5.13,60.09,68.46,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer07,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113949,5.48,0.0,60.52,0.0,23.86,49.51,48.94,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer07,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,113960,22.34,12.16,37.12,0.0,27.88,57.45,33.62,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer08,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,113981,9.8,0.0,52.76,0.0,28.71,51.61,49.94,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer08,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",113982,0.92,0.0,31.38,0.0,14.55,65.82,22.99,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer08,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",113983,2.87,0.0,39.59,0.0,16.94,27.21,42.46,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer08,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",113984,15.7,0.0,39.89,0.0,23.99,57.09,65.04,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer08,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,113989,37.1,43.95,33.23,0.0,67.09,89.85,13.76,1.0,,,"underutilised: SM 34 %, DRAM 27 %, L2 53 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer08,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,113994,17.57,0.0,7.09,0.0,5.01,60.59,68.34,1.33,,,"underutilised: SM 17 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer08,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",113997,5.42,0.0,61.1,0.0,24.17,50.43,49.46,0.67,,,"underutilised: SM 14 %, DRAM 31 %, L2 18 %, occ 55 %"
planner_debate,1024,mir_operator:prefill_layer08,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,114008,22.53,12.23,38.44,0.0,28.04,57.42,33.82,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer09,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,114029,9.77,0.0,52.29,0.0,28.78,51.54,54.95,1.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer09,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",114030,0.92,0.0,31.26,0.0,14.75,69.48,23.01,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer09,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",114031,8.4,0.0,39.69,0.0,16.86,27.52,43.25,0.34,,,"underutilised: SM 2 %, DRAM 50 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer09,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",114032,15.86,0.0,39.77,0.0,23.81,56.81,64.43,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer09,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,114037,37.46,43.79,34.27,0.0,66.98,89.85,13.69,1.0,,,"underutilised: SM 35 %, DRAM 28 %, L2 54 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer09,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,114042,17.78,0.0,7.16,0.0,5.32,60.4,68.39,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer09,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",114045,5.48,0.0,61.09,0.0,24.12,49.05,50.01,0.67,,,"underutilised: SM 14 %, DRAM 31 %, L2 18 %, occ 54 %"
planner_debate,1024,mir_operator:prefill_layer09,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,114056,22.46,12.23,37.72,0.0,27.48,57.36,33.77,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer10,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,114077,9.95,0.0,52.63,0.0,28.78,51.73,54.65,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 63 %"
planner_debate,1024,mir_operator:prefill_layer10,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",114078,0.92,0.0,31.47,0.0,14.83,69.43,23.09,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer10,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",114079,8.42,0.0,39.37,0.0,16.79,27.34,41.32,0.34,,,"underutilised: SM 2 %, DRAM 50 %, L2 21 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer10,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",114080,15.69,0.0,39.47,0.0,23.71,56.93,65.32,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer10,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,114085,38.01,43.85,33.6,0.0,66.97,89.85,13.82,1.0,,,"underutilised: SM 34 %, DRAM 28 %, L2 56 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer10,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,114090,17.73,0.0,7.44,0.0,5.19,60.37,68.25,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer10,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",114093,5.48,0.0,63.03,0.0,23.82,48.3,49.62,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer10,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,114104,22.42,12.15,37.77,0.0,28.19,57.37,33.57,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer11,copy,12,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,114125,9.82,0.0,51.59,0.0,29.06,51.53,54.84,1.0,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer11,elementwise_unary,12,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",114126,0.93,0.0,30.79,0.0,14.27,69.66,22.97,0.29,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer11,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",114127,8.47,0.0,39.13,0.0,16.71,27.45,42.43,0.34,,,"underutilised: SM 2 %, DRAM 49 %, L2 19 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer11,elementwise_binary,33,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",114128,15.67,0.0,39.41,0.0,23.71,56.63,64.42,1.33,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer11,gemm,21,profiled,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,114133,37.06,42.92,33.51,0.0,66.91,89.83,13.74,1.0,,,"underutilised: SM 35 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer11,concat,18,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,114138,17.61,0.0,7.2,0.0,5.2,60.66,68.46,1.33,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,1024,mir_operator:prefill_layer11,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",114141,5.31,0.0,61.61,0.0,24.3,49.71,48.68,0.67,,,"underutilised: SM 13 %, DRAM 30 %, L2 18 %, occ 56 %"
planner_debate,1024,mir_operator:prefill_layer11,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,114152,22.38,12.34,39.22,0.0,28.44,56.35,33.76,1.89,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
