workload,process,family,instances,gpu_ns_total,gpu_share_pct
planner_debate,mir_operator:decode_layer10,elementwise_binary,22185,33254920,0.38
planner_debate,mir_operator:decode_layer01,elementwise_binary,22185,33090093,0.38
planner_debate,mir_operator:decode_layer17,elementwise_binary,22185,33063910,0.38
planner_debate,mir_operator:decode_layer18,elementwise_binary,22185,33062778,0.38
planner_debate,mir_operator:decode_layer26,elementwise_binary,22185,33055288,0.37
planner_debate,mir_operator:decode_layer16,elementwise_binary,22185,33009640,0.37
planner_debate,mir_operator:decode_layer11,elementwise_binary,22185,33002286,0.37
planner_debate,mir_operator:decode_layer25,elementwise_binary,22185,32993169,0.37
planner_debate,mir_operator:decode_layer09,elementwise_binary,22185,32988407,0.37
planner_debate,mir_operator:decode_layer23,elementwise_binary,22185,32987240,0.37
planner_debate,mir_operator:decode_layer24,elementwise_binary,22185,32976616,0.37
planner_debate,mir_operator:decode_layer15,elementwise_binary,22185,32974016,0.37
planner_debate,mir_operator:decode_layer20,elementwise_binary,22185,32971641,0.37
planner_debate,mir_operator:decode_layer06,elementwise_binary,22185,32969120,0.37
planner_debate,mir_operator:decode_layer08,elementwise_binary,22185,32948095,0.37
planner_debate,mir_operator:decode_layer12,elementwise_binary,22185,32947633,0.37
planner_debate,mir_operator:decode_layer19,elementwise_binary,22185,32922683,0.37
planner_debate,mir_operator:decode_layer13,elementwise_binary,22185,32919887,0.37
planner_debate,mir_operator:decode_layer03,elementwise_binary,22185,32891990,0.37
planner_debate,mir_operator:decode_layer07,elementwise_binary,22185,32869709,0.37
planner_debate,mir_operator:decode_layer21,elementwise_binary,22185,32861646,0.37
planner_debate,mir_operator:decode_layer00,elementwise_binary,22185,32855133,0.37
planner_debate,mir_operator:decode_layer27,elementwise_binary,22185,32841602,0.37
planner_debate,mir_operator:decode_layer14,elementwise_binary,22185,32828115,0.37
planner_debate,mir_operator:decode_layer05,elementwise_binary,22185,32821047,0.37
planner_debate,mir_operator:decode_layer22,elementwise_binary,22185,32774286,0.37
planner_debate,mir_operator:decode_layer04,elementwise_binary,22185,32678295,0.37
planner_debate,mir_operator:prefill_head,gemm,15,29423035,0.33
planner_debate,mir_operator:decode_layer10,copy,10440,16807721,0.19
planner_debate,mir_operator:decode_layer02,copy,10440,16796553,0.19
planner_debate,mir_operator:decode_layer01,copy,10440,16758269,0.19
planner_debate,mir_operator:decode_layer03,copy,10440,16735024,0.19
planner_debate,mir_operator:decode_layer08,copy,10440,16717758,0.19
planner_debate,mir_operator:decode_layer15,copy,10440,16706644,0.19
planner_debate,mir_operator:decode_layer18,copy,10440,16700682,0.19
planner_debate,mir_operator:decode_layer16,copy,10440,16682040,0.19
planner_debate,mir_operator:decode_layer20,copy,10440,16679550,0.19
planner_debate,mir_operator:decode_layer17,copy,10440,16660078,0.19
planner_debate,mir_operator:decode_layer00,copy,10440,16655714,0.19
planner_debate,mir_operator:decode_layer12,copy,10440,16636786,0.19
planner_debate,mir_operator:decode_layer19,copy,10440,16625672,0.19
planner_debate,mir_operator:decode_layer25,copy,10440,16610126,0.19
planner_debate,mir_operator:decode_layer27,copy,10440,16607829,0.19
planner_debate,mir_operator:decode_layer23,copy,10440,16605805,0.19
planner_debate,mir_operator:decode_layer09,copy,10440,16601993,0.19
planner_debate,mir_operator:decode_layer26,copy,10440,16589506,0.19
planner_debate,mir_operator:decode_layer07,copy,10440,16586156,0.19
planner_debate,mir_operator:decode_layer14,copy,10440,16574392,0.19
planner_debate,mir_operator:decode_layer24,copy,10440,16572150,0.19
planner_debate,mir_operator:decode_layer04,copy,10440,16563995,0.19
planner_debate,mir_operator:decode_layer13,copy,10440,16555684,0.19
planner_debate,mir_operator:decode_layer11,copy,10440,16506600,0.19
planner_debate,mir_operator:decode_layer05,copy,10440,16490913,0.19
planner_debate,mir_operator:decode_layer22,copy,10440,16478433,0.19
planner_debate,mir_operator:decode_layer06,copy,10440,16465917,0.19
planner_debate,mir_operator:decode_layer21,copy,10440,16450087,0.19
planner_debate,mir_operator:decode_layer01,attention,2610,13501687,0.15
planner_debate,mir_operator:decode_layer19,attention,2610,13442907,0.15
planner_debate,mir_operator:decode_layer27,attention,2610,13387317,0.15
planner_debate,mir_operator:decode_layer10,attention,2610,13384617,0.15
planner_debate,mir_operator:decode_layer00,attention,2610,13368057,0.15
planner_debate,mir_operator:decode_layer03,attention,2610,13358192,0.15
planner_debate,mir_operator:decode_layer22,attention,2610,13354601,0.15
planner_debate,mir_operator:decode_layer11,attention,2610,13336262,0.15
planner_debate,mir_operator:decode_layer02,attention,2610,13325727,0.15
planner_debate,mir_operator:decode_layer16,attention,2610,13268630,0.15
planner_debate,mir_operator:decode_layer08,attention,2610,13254338,0.15
planner_debate,mir_operator:decode_layer05,attention,2610,13246807,0.15
planner_debate,mir_operator:decode_layer24,attention,2610,13244559,0.15
planner_debate,mir_operator:decode_layer07,attention,2610,13241810,0.15
planner_debate,mir_operator:decode_layer06,attention,2610,13230579,0.15
planner_debate,mir_operator:decode_layer15,attention,2610,13230365,0.15
planner_debate,mir_operator:decode_layer23,attention,2610,13227841,0.15
planner_debate,mir_operator:decode_layer25,attention,2610,13227475,0.15
planner_debate,mir_operator:decode_layer04,attention,2610,13206432,0.15
planner_debate,mir_operator:decode_layer12,attention,2610,13200685,0.15
planner_debate,mir_operator:decode_layer21,attention,2610,13197281,0.15
planner_debate,mir_operator:decode_layer13,attention,2610,13187407,0.15
planner_debate,mir_operator:decode_layer23,concat,5220,13167532,0.15
planner_debate,mir_operator:decode_layer18,attention,2610,13161425,0.15
planner_debate,mir_operator:decode_layer14,attention,2610,13143319,0.15
planner_debate,mir_operator:decode_layer16,concat,5220,13121177,0.15
planner_debate,mir_operator:decode_layer09,attention,2610,13113643,0.15
planner_debate,mir_operator:decode_layer10,concat,5220,13112326,0.15
planner_debate,mir_operator:decode_layer01,concat,5220,13105039,0.15
planner_debate,mir_operator:decode_layer26,attention,2610,13099330,0.15
planner_debate,mir_operator:decode_layer11,concat,5220,13082061,0.15
planner_debate,mir_operator:decode_layer17,concat,5220,13070405,0.15
planner_debate,mir_operator:decode_layer00,concat,5220,13061496,0.15
planner_debate,mir_operator:decode_layer12,concat,5220,13052794,0.15
planner_debate,mir_operator:decode_layer27,concat,5220,13044919,0.15
planner_debate,mir_operator:decode_layer22,concat,5220,13044255,0.15
planner_debate,mir_operator:decode_layer25,concat,5220,13036599,0.15
planner_debate,mir_operator:decode_layer20,attention,2610,13017621,0.15
planner_debate,mir_operator:decode_layer02,concat,5220,12996530,0.15
planner_debate,mir_operator:decode_layer03,concat,5220,12994124,0.15
planner_debate,mir_operator:decode_layer17,attention,2610,12983938,0.15
planner_debate,mir_operator:decode_layer08,concat,5220,12969506,0.15
planner_debate,mir_operator:decode_layer09,concat,5220,12963644,0.15
planner_debate,mir_operator:decode_layer19,concat,5220,12956197,0.15
planner_debate,mir_operator:decode_layer06,concat,5220,12943253,0.15
planner_debate,mir_operator:decode_layer13,concat,5220,12931566,0.15
planner_debate,mir_operator:decode_layer21,concat,5220,12929524,0.15
planner_debate,mir_operator:decode_layer24,concat,5220,12906920,0.15
planner_debate,mir_operator:decode_layer26,concat,5220,12888105,0.15
planner_debate,mir_operator:decode_layer04,concat,5220,12882006,0.15
planner_debate,mir_operator:decode_layer07,concat,5220,12865485,0.15
planner_debate,mir_operator:decode_layer05,concat,5220,12863370,0.15
planner_debate,mir_operator:decode_layer18,concat,5220,12848467,0.15
planner_debate,mir_operator:decode_layer14,concat,5220,12838432,0.15
planner_debate,mir_operator:decode_layer20,concat,5220,12835804,0.15
planner_debate,mir_operator:decode_layer15,concat,5220,12810317,0.15
planner_debate,mir_operator:decode_layer17,elementwise_other,9135,12659120,0.14
planner_debate,mir_operator:decode_layer23,elementwise_other,9135,12621825,0.14
planner_debate,mir_operator:decode_layer01,elementwise_other,9135,12573869,0.14
planner_debate,mir_operator:decode_layer10,elementwise_other,9135,12529960,0.14
planner_debate,mir_operator:decode_layer22,elementwise_other,9135,12529822,0.14
planner_debate,mir_operator:decode_layer09,elementwise_other,9135,12510609,0.14
planner_debate,mir_operator:decode_layer25,elementwise_other,9135,12505052,0.14
planner_debate,mir_operator:decode_layer03,elementwise_other,9135,12502763,0.14
planner_debate,mir_operator:decode_layer08,elementwise_other,9135,12500373,0.14
planner_debate,mir_operator:decode_layer26,elementwise_other,9135,12495708,0.14
planner_debate,mir_operator:decode_layer19,elementwise_other,9135,12494778,0.14
planner_debate,mir_operator:decode_layer02,elementwise_other,9135,12491230,0.14
planner_debate,mir_operator:decode_layer21,elementwise_other,9135,12490258,0.14
planner_debate,mir_operator:decode_layer12,elementwise_other,9135,12486893,0.14
planner_debate,mir_operator:decode_layer11,elementwise_other,9135,12478470,0.14
planner_debate,mir_operator:decode_layer04,elementwise_other,9135,12472610,0.14
planner_debate,mir_operator:decode_layer16,elementwise_other,9135,12454251,0.14
planner_debate,mir_operator:decode_layer06,elementwise_other,9135,12444522,0.14
planner_debate,mir_operator:decode_layer18,elementwise_other,9135,12443913,0.14
planner_debate,mir_operator:decode_layer15,elementwise_other,9135,12440956,0.14
planner_debate,mir_operator:decode_layer05,elementwise_other,9135,12422343,0.14
planner_debate,mir_operator:decode_layer14,elementwise_other,9135,12420647,0.14
planner_debate,mir_operator:decode_layer13,elementwise_other,9135,12419122,0.14
planner_debate,mir_operator:decode_layer07,elementwise_other,9135,12403951,0.14
planner_debate,mir_operator:decode_layer24,elementwise_other,9135,12392346,0.14
planner_debate,mir_operator:decode_layer20,elementwise_other,9135,12391988,0.14
planner_debate,mir_operator:decode_layer00,elementwise_other,9135,12388150,0.14
planner_debate,mir_operator:decode_layer27,elementwise_other,9135,12366527,0.14
planner_debate,mir_operator:decode_layer24,elementwise_unary,10440,11825482,0.13
planner_debate,mir_operator:decode_layer18,elementwise_unary,10440,11785758,0.13
planner_debate,mir_operator:decode_layer03,elementwise_unary,10440,11765081,0.13
planner_debate,mir_operator:decode_layer20,elementwise_unary,10440,11748817,0.13
planner_debate,mir_operator:decode_layer10,elementwise_unary,10440,11747532,0.13
planner_debate,mir_operator:decode_layer02,elementwise_unary,10440,11744676,0.13
planner_debate,mir_operator:decode_layer15,elementwise_unary,10440,11740949,0.13
planner_debate,mir_operator:decode_layer05,elementwise_unary,10440,11731627,0.13
planner_debate,mir_operator:decode_layer13,elementwise_unary,10440,11724438,0.13
planner_debate,mir_operator:decode_layer01,elementwise_unary,10440,11719436,0.13
planner_debate,mir_operator:decode_layer19,elementwise_unary,10440,11718372,0.13
planner_debate,mir_operator:decode_layer12,elementwise_unary,10440,11717323,0.13
planner_debate,mir_operator:decode_layer08,elementwise_unary,10440,11715592,0.13
planner_debate,mir_operator:decode_layer26,elementwise_unary,10440,11698708,0.13
planner_debate,mir_operator:decode_layer17,elementwise_unary,10440,11696266,0.13
planner_debate,mir_operator:decode_layer16,elementwise_unary,10440,11692655,0.13
planner_debate,mir_operator:decode_layer06,elementwise_unary,10440,11689568,0.13
planner_debate,mir_operator:decode_layer00,elementwise_unary,10440,11669806,0.13
planner_debate,mir_operator:decode_layer27,elementwise_unary,10440,11668466,0.13
planner_debate,mir_operator:decode_layer09,elementwise_unary,10440,11659122,0.13
planner_debate,mir_operator:decode_layer07,elementwise_unary,10440,11651879,0.13
planner_debate,mir_operator:decode_layer14,elementwise_unary,10440,11639874,0.13
planner_debate,mir_operator:decode_layer11,elementwise_unary,10440,11634783,0.13
planner_debate,mir_operator:decode_layer25,elementwise_unary,10440,11622156,0.13
planner_debate,mir_operator:decode_layer23,elementwise_unary,10440,11618693,0.13
planner_debate,mir_operator:decode_layer21,elementwise_unary,10440,11614884,0.13
planner_debate,mir_operator:decode_layer04,elementwise_unary,10440,11590983,0.13
planner_debate,mir_operator:decode_layer22,elementwise_unary,10440,11562892,0.13
planner_debate,mir_operator:decode_layer00,reduce,5220,11532725,0.13
planner_debate,mir_operator:decode_layer02,reduce,5220,11459981,0.13
planner_debate,mir_operator:decode_layer15,reduce,5220,11444125,0.13
planner_debate,mir_operator:decode_layer24,reduce,5220,11437817,0.13
planner_debate,mir_operator:decode_layer07,reduce,5220,11420253,0.13
planner_debate,mir_operator:decode_layer18,reduce,5220,11413706,0.13
planner_debate,mir_operator:decode_layer10,reduce,5220,11406080,0.13
planner_debate,mir_operator:decode_layer12,reduce,5220,11399510,0.13
planner_debate,mir_operator:decode_layer25,reduce,5220,11397258,0.13
planner_debate,mir_operator:decode_layer20,reduce,5220,11389887,0.13
planner_debate,mir_operator:decode_layer26,reduce,5220,11382952,0.13
planner_debate,mir_operator:decode_layer19,reduce,5220,11379817,0.13
planner_debate,mir_operator:decode_layer14,reduce,5220,11373224,0.13
planner_debate,mir_operator:decode_layer27,reduce,5220,11372643,0.13
planner_debate,mir_operator:decode_layer03,reduce,5220,11370342,0.13
planner_debate,mir_operator:decode_layer13,reduce,5220,11358781,0.13
planner_debate,mir_operator:decode_layer08,reduce,5220,11358242,0.13
planner_debate,mir_operator:decode_layer01,reduce,5220,11353579,0.13
planner_debate,mir_operator:decode_layer23,reduce,5220,11337255,0.13
planner_debate,mir_operator:decode_layer05,reduce,5220,11335830,0.13
planner_debate,mir_operator:decode_layer16,reduce,5220,11332358,0.13
planner_debate,mir_operator:decode_layer09,reduce,5220,11330926,0.13
planner_debate,mir_operator:decode_layer17,reduce,5220,11329118,0.13
planner_debate,mir_operator:decode_layer21,reduce,5220,11314513,0.13
planner_debate,mir_operator:decode_layer04,reduce,5220,11312700,0.13
planner_debate,mir_operator:decode_layer22,reduce,5220,11305343,0.13
planner_debate,mir_operator:decode_layer06,reduce,5220,11301247,0.13
planner_debate,mir_operator:decode_layer11,reduce,5220,11276840,0.13
planner_debate,mir_operator:decode_sample,reduce,1305,7880998,0.09
planner_debate,inter_operator_dispatch,elementwise_other,3960,5686498,0.06
planner_debate,mir_operator:prefill_layer14,gemm,105,5569477,0.06
planner_debate,mir_operator:prefill_layer26,gemm,105,5544231,0.06
planner_debate,mir_operator:prefill_layer02,gemm,105,5500963,0.06
planner_debate,mir_operator:prefill_layer13,gemm,105,5500547,0.06
planner_debate,mir_operator:prefill_layer10,gemm,105,5494563,0.06
planner_debate,mir_operator:prefill_layer01,gemm,105,5491462,0.06
planner_debate,mir_operator:prefill_layer11,gemm,105,5484385,0.06
planner_debate,mir_operator:prefill_layer25,gemm,105,5454916,0.06
planner_debate,mir_operator:prefill_layer20,gemm,105,5435010,0.06
planner_debate,mir_operator:prefill_layer15,gemm,105,5422949,0.06
planner_debate,mir_operator:prefill_layer05,gemm,105,5422947,0.06
planner_debate,mir_operator:prefill_layer17,gemm,105,5422827,0.06
planner_debate,mir_operator:prefill_layer12,gemm,105,5420545,0.06
planner_debate,mir_operator:prefill_layer04,gemm,105,5399075,0.06
planner_debate,mir_operator:prefill_layer00,gemm,105,5393570,0.06
planner_debate,mir_operator:prefill_layer08,gemm,105,5391938,0.06
planner_debate,mir_operator:prefill_layer18,gemm,105,5386246,0.06
planner_debate,mir_operator:prefill_layer19,gemm,105,5386117,0.06
planner_debate,mir_operator:prefill_layer23,gemm,105,5386086,0.06
planner_debate,mir_operator:prefill_layer21,gemm,105,5385054,0.06
planner_debate,mir_operator:prefill_layer03,gemm,105,5383684,0.06
planner_debate,mir_operator:prefill_layer24,gemm,105,5382856,0.06
planner_debate,mir_operator:prefill_layer27,gemm,105,5377860,0.06
planner_debate,mir_operator:prefill_layer09,gemm,105,5376163,0.06
planner_debate,mir_operator:prefill_layer07,gemm,105,5374114,0.06
planner_debate,mir_operator:prefill_layer22,gemm,105,5373545,0.06
planner_debate,mir_operator:prefill_layer16,gemm,105,5371911,0.06
planner_debate,mir_operator:prefill_layer06,gemm,105,5371876,0.06
planner_debate,mir_operator:decode_head,elementwise_binary,3915,4844694,0.05
planner_debate,inter_operator_dispatch,copy,3960,4703583,0.05
planner_debate,mir_operator:decode_head,copy,2610,4080502,0.05
planner_debate,inter_operator_dispatch,elementwise_binary,2640,2883662,0.03
planner_debate,mir_operator:decode_head,elementwise_unary,2610,2877558,0.03
planner_debate,mir_operator:decode_head,reduce,1305,2784556,0.03
planner_debate,mir_operator:decode_embed,other,1305,2542065,0.03
planner_debate,inter_operator_dispatch,concat,1320,2150799,0.02
planner_debate,inter_operator_dispatch,gemv,1320,1750284,0.02
planner_debate,mir_operator:decode_sample,memcpy,1305,1528168,0.02
planner_debate,mir_operator:prefill_layer14,elementwise_binary,255,855497,0.01
planner_debate,mir_operator:prefill_layer07,elementwise_binary,255,773540,0.01
planner_debate,mir_operator:prefill_layer03,elementwise_binary,255,773284,0.01
planner_debate,mir_operator:prefill_layer04,elementwise_binary,255,772132,0.01
planner_debate,mir_operator:prefill_layer15,elementwise_binary,255,770118,0.01
planner_debate,mir_operator:prefill_layer05,elementwise_binary,255,764616,0.01
planner_debate,mir_operator:prefill_layer01,elementwise_binary,255,761412,0.01
planner_debate,mir_operator:prefill_layer22,elementwise_binary,255,751654,0.01
planner_debate,mir_operator:prefill_layer24,elementwise_binary,255,747908,0.01
planner_debate,mir_operator:prefill_layer12,elementwise_binary,255,744964,0.01
planner_debate,mir_operator:prefill_layer25,elementwise_binary,255,743267,0.01
planner_debate,mir_operator:prefill_layer09,elementwise_binary,255,729476,0.01
planner_debate,mir_operator:prefill_layer13,elementwise_binary,255,727938,0.01
planner_debate,mir_operator:prefill_layer16,elementwise_binary,255,727557,0.01
planner_debate,mir_operator:prefill_layer21,elementwise_binary,255,727431,0.01
planner_debate,mir_operator:prefill_layer02,elementwise_binary,255,726724,0.01
planner_debate,mir_operator:prefill_layer17,elementwise_binary,255,726695,0.01
planner_debate,mir_operator:prefill_layer19,elementwise_binary,255,726245,0.01
planner_debate,mir_operator:prefill_layer20,elementwise_binary,255,726151,0.01
planner_debate,mir_operator:prefill_layer18,elementwise_binary,255,726085,0.01
planner_debate,mir_operator:prefill_layer08,elementwise_binary,255,726052,0.01
planner_debate,mir_operator:prefill_layer11,elementwise_binary,255,725670,0.01
planner_debate,mir_operator:prefill_layer26,elementwise_binary,255,725514,0.01
planner_debate,mir_operator:prefill_layer23,elementwise_binary,255,725442,0.01
planner_debate,mir_operator:prefill_layer27,elementwise_binary,255,725348,0.01
planner_debate,mir_operator:prefill_layer06,elementwise_binary,255,725094,0.01
planner_debate,mir_operator:prefill_layer10,elementwise_binary,255,725027,0.01
planner_debate,mir_operator:prefill_layer00,elementwise_binary,255,716324,0.01
planner_debate,inter_operator_dispatch,memcpy,1305,546372,0.01
planner_debate,mir_operator:decode_sample,memset,1305,539780,0.01
planner_debate,mir_operator:prefill_layer02,attention,30,483460,0.01
planner_debate,mir_operator:prefill_layer14,attention,30,469219,0.01
planner_debate,mir_operator:prefill_layer15,attention,30,426147,0.0
planner_debate,mir_operator:prefill_layer17,attention,30,395939,0.0
planner_debate,mir_operator:prefill_layer00,attention,30,395876,0.0
planner_debate,mir_operator:prefill_layer04,attention,30,395426,0.0
planner_debate,mir_operator:prefill_layer08,attention,30,395364,0.0
planner_debate,mir_operator:prefill_layer07,attention,30,395329,0.0
planner_debate,mir_operator:prefill_layer11,attention,30,395297,0.0
planner_debate,mir_operator:prefill_layer22,attention,30,395238,0.0
planner_debate,mir_operator:prefill_layer25,attention,30,395172,0.0
planner_debate,mir_operator:prefill_layer06,attention,30,395171,0.0
planner_debate,mir_operator:prefill_layer26,attention,30,395168,0.0
planner_debate,mir_operator:prefill_layer12,attention,30,395010,0.0
planner_debate,mir_operator:prefill_layer24,attention,30,394945,0.0
planner_debate,mir_operator:prefill_layer21,attention,30,394916,0.0
planner_debate,mir_operator:prefill_layer18,attention,30,394786,0.0
planner_debate,mir_operator:prefill_layer16,attention,30,394754,0.0
planner_debate,mir_operator:prefill_layer23,attention,30,394754,0.0
planner_debate,mir_operator:prefill_layer10,attention,30,394753,0.0
planner_debate,mir_operator:prefill_layer01,attention,30,394662,0.0
planner_debate,mir_operator:prefill_layer03,attention,30,394657,0.0
planner_debate,mir_operator:prefill_layer05,attention,30,394627,0.0
planner_debate,mir_operator:prefill_layer09,attention,30,394594,0.0
planner_debate,mir_operator:prefill_layer20,attention,30,394469,0.0
planner_debate,mir_operator:prefill_layer13,attention,30,394436,0.0
planner_debate,mir_operator:prefill_layer19,attention,30,394339,0.0
planner_debate,mir_operator:prefill_layer27,attention,30,393633,0.0
planner_debate,mir_operator:prefill_layer22,copy,120,378371,0.0
planner_debate,mir_operator:prefill_layer03,copy,120,371169,0.0
planner_debate,mir_operator:prefill_layer26,copy,120,370690,0.0
planner_debate,mir_operator:prefill_layer01,copy,120,365411,0.0
planner_debate,mir_operator:prefill_layer14,copy,120,363425,0.0
planner_debate,mir_operator:prefill_layer05,copy,120,359202,0.0
planner_debate,mir_operator:prefill_layer16,copy,120,352225,0.0
planner_debate,mir_operator:prefill_layer07,elementwise_other,105,350147,0.0
planner_debate,mir_operator:prefill_layer04,copy,120,349889,0.0
planner_debate,mir_operator:prefill_layer15,concat,60,345603,0.0
planner_debate,mir_operator:prefill_layer24,copy,120,344673,0.0
planner_debate,mir_operator:prefill_layer12,copy,120,343266,0.0
planner_debate,mir_operator:prefill_layer27,copy,120,338241,0.0
planner_debate,mir_operator:prefill_layer17,copy,120,337988,0.0
planner_debate,mir_operator:prefill_layer09,copy,120,337728,0.0
planner_debate,mir_operator:prefill_layer11,copy,120,337602,0.0
planner_debate,mir_operator:prefill_layer18,copy,120,337569,0.0
planner_debate,mir_operator:prefill_layer07,copy,120,337379,0.0
planner_debate,mir_operator:prefill_layer06,copy,120,337345,0.0
planner_debate,mir_operator:prefill_layer19,copy,120,337312,0.0
planner_debate,mir_operator:prefill_layer02,copy,120,337285,0.0
planner_debate,mir_operator:prefill_layer25,copy,120,337153,0.0
planner_debate,mir_operator:prefill_layer20,copy,120,337122,0.0
planner_debate,mir_operator:prefill_layer13,copy,120,337059,0.0
planner_debate,mir_operator:prefill_layer21,copy,120,336963,0.0
planner_debate,mir_operator:prefill_layer08,copy,120,336961,0.0
planner_debate,mir_operator:prefill_layer10,copy,120,336866,0.0
planner_debate,mir_operator:prefill_layer00,copy,120,336770,0.0
planner_debate,mir_operator:prefill_layer15,copy,120,336740,0.0
planner_debate,mir_operator:prefill_layer23,copy,120,336706,0.0
planner_debate,mir_operator:prefill_layer24,elementwise_other,105,326082,0.0
planner_debate,mir_operator:prefill_layer14,elementwise_other,105,323394,0.0
planner_debate,mir_operator:prefill_layer25,elementwise_other,105,321058,0.0
planner_debate,mir_operator:prefill_layer05,elementwise_other,105,316417,0.0
planner_debate,mir_operator:prefill_layer07,concat,60,313826,0.0
planner_debate,mir_operator:prefill_layer21,elementwise_other,105,307138,0.0
planner_debate,mir_operator:prefill_layer26,elementwise_other,105,306978,0.0
planner_debate,mir_operator:prefill_layer15,elementwise_other,105,306304,0.0
planner_debate,mir_operator:prefill_layer09,elementwise_other,105,304000,0.0
planner_debate,mir_operator:prefill_layer23,elementwise_other,105,303905,0.0
planner_debate,mir_operator:prefill_layer17,elementwise_other,105,303904,0.0
planner_debate,mir_operator:prefill_layer12,elementwise_other,105,303876,0.0
planner_debate,mir_operator:prefill_layer02,elementwise_other,105,303844,0.0
planner_debate,mir_operator:prefill_layer08,elementwise_other,105,303744,0.0
planner_debate,mir_operator:prefill_layer20,elementwise_other,105,303712,0.0
planner_debate,mir_operator:prefill_layer03,elementwise_other,105,303618,0.0
planner_debate,mir_operator:prefill_layer10,elementwise_other,105,303329,0.0
planner_debate,mir_operator:prefill_layer27,elementwise_other,105,303264,0.0
planner_debate,mir_operator:prefill_layer11,elementwise_other,105,303139,0.0
planner_debate,mir_operator:prefill_layer16,elementwise_other,105,303137,0.0
planner_debate,mir_operator:prefill_layer04,elementwise_other,105,303010,0.0
planner_debate,mir_operator:prefill_layer13,elementwise_other,105,303010,0.0
planner_debate,mir_operator:prefill_layer06,elementwise_other,105,302978,0.0
planner_debate,mir_operator:prefill_layer00,elementwise_other,105,302752,0.0
planner_debate,mir_operator:prefill_layer18,elementwise_other,105,302723,0.0
planner_debate,mir_operator:prefill_layer01,elementwise_other,105,302531,0.0
planner_debate,mir_operator:prefill_layer19,elementwise_other,105,302370,0.0
planner_debate,mir_operator:prefill_layer22,elementwise_other,105,302369,0.0
planner_debate,mir_operator:prefill_layer24,concat,60,300289,0.0
planner_debate,mir_operator:prefill_layer05,concat,60,296897,0.0
planner_debate,mir_operator:prefill_layer09,concat,60,283905,0.0
planner_debate,mir_operator:prefill_layer01,concat,60,283744,0.0
planner_debate,mir_operator:prefill_layer19,concat,60,283713,0.0
planner_debate,mir_operator:prefill_layer03,concat,60,283682,0.0
planner_debate,mir_operator:prefill_layer27,concat,60,283651,0.0
planner_debate,mir_operator:prefill_layer12,concat,60,283648,0.0
planner_debate,mir_operator:prefill_layer17,concat,60,283586,0.0
planner_debate,mir_operator:prefill_layer21,concat,60,283489,0.0
planner_debate,mir_operator:prefill_layer16,concat,60,283424,0.0
planner_debate,mir_operator:prefill_layer11,concat,60,283393,0.0
planner_debate,mir_operator:prefill_layer20,concat,60,283362,0.0
planner_debate,mir_operator:prefill_layer04,concat,60,283330,0.0
planner_debate,mir_operator:prefill_layer06,concat,60,283329,0.0
planner_debate,mir_operator:prefill_layer10,concat,60,283299,0.0
planner_debate,mir_operator:prefill_layer23,concat,60,283265,0.0
planner_debate,mir_operator:prefill_layer18,concat,60,283264,0.0
planner_debate,mir_operator:prefill_layer02,concat,60,283202,0.0
planner_debate,mir_operator:prefill_layer14,concat,60,283202,0.0
planner_debate,mir_operator:prefill_layer22,concat,60,283140,0.0
planner_debate,mir_operator:prefill_layer26,concat,60,283138,0.0
