call_kind,matrix_size,process,op_type,instances_per_iter,covered,source,template_source_workload
llm,1024,mir_operator:decode_head,decode_head,698,True,template_scaled,planner_debate
llm,1024,mir_operator:decode_sample,decode_sample,698,True,template_scaled,planner_debate
llm,1024,pre_d2h_alloc,,8,True,template_scaled,planner_debate
llm,1024,d2h_stage,,8,True,template_scaled,planner_debate
llm,1024,checksum_complete,,8,True,template_scaled,planner_debate
tool,256,agent_tool_execute_cpu,,1,True,template_scaled,planner_debate+react_tool
llm,896,adapter_dispatch,,1,True,template_scaled,planner_debate
llm,896,token_preprocess_cpu,,1,True,template_scaled,planner_debate
llm,896,host_input_generate,,1,True,template_scaled,planner_debate
llm,896,h2d_stage,,1,True,template_scaled,planner_debate
llm,896,weight_init,,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_embed,prefill_embed,1,True,template_scaled,planner_debate
llm,896,inter_operator_dispatch,,2355,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer00,prefill_layer00,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer01,prefill_layer01,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer02,prefill_layer02,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer03,prefill_layer03,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer04,prefill_layer04,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer05,prefill_layer05,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer06,prefill_layer06,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer07,prefill_layer07,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer08,prefill_layer08,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer09,prefill_layer09,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer10,prefill_layer10,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer11,prefill_layer11,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer12,prefill_layer12,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer13,prefill_layer13,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer14,prefill_layer14,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer15,prefill_layer15,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer16,prefill_layer16,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer17,prefill_layer17,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer18,prefill_layer18,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer19,prefill_layer19,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer20,prefill_layer20,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer21,prefill_layer21,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer22,prefill_layer22,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer23,prefill_layer23,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer24,prefill_layer24,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer25,prefill_layer25,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer26,prefill_layer26,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_layer27,prefill_layer27,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_head,prefill_head,1,True,template_scaled,planner_debate
llm,896,mir_operator:prefill_sample,prefill_sample,1,True,template_scaled,planner_debate
llm,896,mir_operator:decode_embed,decode_embed,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer00,decode_layer00,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer01,decode_layer01,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer02,decode_layer02,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer03,decode_layer03,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer04,decode_layer04,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer05,decode_layer05,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer06,decode_layer06,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer07,decode_layer07,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer08,decode_layer08,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer09,decode_layer09,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer10,decode_layer10,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer11,decode_layer11,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer12,decode_layer12,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer13,decode_layer13,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer14,decode_layer14,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer15,decode_layer15,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer16,decode_layer16,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer17,decode_layer17,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer18,decode_layer18,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer19,decode_layer19,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer20,decode_layer20,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer21,decode_layer21,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer22,decode_layer22,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer23,decode_layer23,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer24,decode_layer24,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer25,decode_layer25,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer26,decode_layer26,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_layer27,decode_layer27,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_head,decode_head,75,True,template_scaled,planner_debate
llm,896,mir_operator:decode_sample,decode_sample,75,True,template_scaled,planner_debate
llm,896,pre_d2h_alloc,,1,True,template_scaled,planner_debate
llm,896,d2h_stage,,1,True,template_scaled,planner_debate
llm,896,checksum_complete,,1,True,template_scaled,planner_debate
dag,,iteration_tail_sync,,1,True,template_scaled,planner_debate+react_tool
