lineage,workload,process,selected,share_pct,resource_status,reason,family,sm_pct,tensor_pct,dram_active_pct,dram_bw_pct_peak,l2_pct,occupancy_pct,waves_per_sm,hw_source_workload
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.67,8.3,26.47,0.0,18.62,25.27,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.18,0.0,35.66,0.0,20.18,32.48,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 20 %, occ 18 %",elementwise_unary,0.65,0.0,22.12,0.0,10.68,13.09,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.24,0.0,25.86,0.0,10.15,32.69,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.86,0.0,23.79,0.0,15.45,43.7,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.22,39.17,50.67,0.0,68.99,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.73,0.0,3.26,0.0,2.37,67.01,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.27,0.0,40.45,0.0,15.97,21.74,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.7,8.19,28.62,0.0,18.66,25.22,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.08,0.0,34.52,0.0,20.48,32.68,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 45 %, L2 21 %, occ 18 %",elementwise_unary,0.66,0.0,24.12,0.0,11.15,12.96,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.17,0.0,25.54,0.0,10.01,32.69,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.51,0.0,23.92,0.0,15.57,43.12,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.02,38.92,51.11,0.0,64.77,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.47,0.0,3.3,0.0,2.36,67.01,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.31,0.0,41.38,0.0,16.37,21.74,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.61,8.2,28.19,0.0,18.76,25.12,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.14,0.0,35.26,0.0,20.45,32.9,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 21 %, occ 18 %",elementwise_unary,0.65,0.0,23.62,0.0,11.04,13.06,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.16,0.0,26.32,0.0,10.36,32.78,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.29,0.0,25.18,0.0,15.5,44.0,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.3,39.25,51.86,0.0,69.2,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.62,0.0,3.35,0.0,2.28,67.13,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.25,0.0,40.66,0.0,16.05,21.53,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.71,8.49,28.42,0.0,18.69,24.99,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.17,0.0,34.71,0.0,20.1,32.43,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 45 %, L2 21 %, occ 18 %",elementwise_unary,0.67,0.0,22.38,0.0,10.82,13.1,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.24,0.0,25.8,0.0,10.17,32.55,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.71,0.0,23.18,0.0,14.84,43.37,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,34.99,39.05,52.12,0.0,67.92,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 68 %",concat,11.79,0.0,3.39,0.0,2.31,67.01,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.31,0.0,41.67,0.0,16.38,20.36,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.67,8.29,28.38,0.0,18.66,25.31,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.17,0.0,34.88,0.0,20.72,32.22,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 20 %, occ 18 %",elementwise_unary,0.66,0.0,22.08,0.0,10.65,13.11,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.19,0.0,26.91,0.0,10.59,32.85,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.69,0.0,24.67,0.0,15.45,43.25,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.09,39.2,50.55,0.0,64.16,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.78,0.0,3.19,0.0,2.36,66.64,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.29,0.0,40.6,0.0,16.07,21.74,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.69,8.27,28.23,0.0,18.75,25.15,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,6.93,0.0,34.9,0.0,20.9,32.81,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 21 %, occ 18 %",elementwise_unary,0.66,0.0,22.18,0.0,10.69,13.1,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.21,0.0,26.47,0.0,10.4,32.72,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.5,0.0,25.01,0.0,15.37,43.43,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.42,39.06,51.99,0.0,69.11,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.7,0.0,3.38,0.0,2.31,67.0,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.24,0.0,41.47,0.0,16.41,20.44,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.74,8.32,28.49,0.0,18.65,25.1,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.06,0.0,35.5,0.0,20.34,32.53,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 46 %, L2 21 %, occ 18 %",elementwise_unary,0.66,0.0,22.18,0.0,10.72,13.0,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.41,0.0,26.17,0.0,10.3,32.74,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.31,0.0,24.29,0.0,15.77,43.78,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.34,39.25,51.4,0.0,69.01,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.6,0.0,3.36,0.0,2.3,66.95,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.21,0.0,40.81,0.0,16.14,21.63,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.72,8.32,29.84,0.0,18.28,25.27,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.21,0.0,35.2,0.0,20.86,32.68,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 45 %, L2 21 %, occ 18 %",elementwise_unary,0.69,0.0,22.33,0.0,10.72,12.96,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.12,0.0,26.61,0.0,10.47,32.43,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.59,0.0,24.98,0.0,15.6,43.55,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.24,38.9,51.89,0.0,68.85,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.8,0.0,3.37,0.0,2.28,67.18,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.31,0.0,37.62,0.0,14.85,21.59,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.67,8.33,29.0,0.0,19.45,25.01,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.17,0.0,34.6,0.0,20.03,32.97,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 46 %, L2 21 %, occ 18 %",elementwise_unary,0.66,0.0,22.58,0.0,10.87,13.22,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.23,0.0,26.23,0.0,10.34,32.87,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,11.09,0.0,24.12,0.0,15.49,43.41,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.85,39.27,51.55,0.0,70.0,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.64,0.0,3.33,0.0,2.32,67.3,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.31,0.0,41.25,0.0,16.29,21.73,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.68,8.3,28.15,0.0,18.83,25.08,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,6.97,0.0,26.08,0.0,20.07,32.67,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 46 %, L2 21 %, occ 18 %",elementwise_unary,0.65,0.0,22.43,0.0,10.78,13.09,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.16,0.0,25.69,0.0,10.08,32.8,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.36,0.0,24.9,0.0,15.61,43.34,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.23,39.13,51.78,0.0,69.52,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 68 %",concat,11.73,0.0,3.39,0.0,2.36,67.16,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.33,0.0,41.66,0.0,16.45,21.52,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.64,8.4,28.47,0.0,18.48,25.05,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.19,0.0,34.93,0.0,20.65,32.15,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 47 %, L2 22 %, occ 18 %",elementwise_unary,0.67,0.0,22.08,0.0,10.65,12.99,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.38,0.0,27.16,0.0,10.21,32.86,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.89,0.0,24.54,0.0,15.84,43.47,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.23,39.16,51.78,0.0,69.01,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 68 %",concat,11.73,0.0,3.36,0.0,2.33,67.13,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.32,0.0,40.27,0.0,15.88,21.82,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.68,8.28,28.44,0.0,18.57,25.21,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.03,0.0,34.77,0.0,20.81,32.3,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 20 %, occ 18 %",elementwise_unary,0.67,0.0,22.17,0.0,10.69,13.04,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.26,0.0,26.08,0.0,10.22,32.68,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.67,0.0,23.47,0.0,15.11,43.77,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.42,39.29,52.16,0.0,69.02,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 68 %",concat,11.92,0.0,3.45,0.0,2.28,66.73,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.22,0.0,40.93,0.0,16.1,21.17,0.27,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.75 waves per SM, no unit above 30 % of peak",attention,15.62,8.33,28.48,0.0,18.49,25.16,0.77,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.50 waves per SM, no unit above 30 % of peak",copy,7.17,0.0,34.99,0.0,20.3,32.83,0.4,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 1 %, DRAM 44 %, L2 21 %, occ 18 %",elementwise_unary,0.66,0.0,22.43,0.0,10.81,13.18,0.12,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.03 waves per SM, no unit above 30 % of peak",reduce,4.14,0.0,26.09,0.0,10.27,32.96,0.14,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak",elementwise_binary,10.65,0.0,24.6,0.0,15.48,43.7,0.5,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,tensor-core compute-bound,gemm,35.46,39.1,51.9,0.0,69.38,8.33,1.0,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %",concat,11.75,0.0,3.35,0.0,2.33,67.08,1.33,react_tool
llm_vl,react_tool,mir_operator:prefill_layer*,False,1.83,profiled,"latency/launch-bound: 0.25 waves per SM, no unit above 30 % of peak",elementwise_other,2.29,0.0,41.65,0.0,16.45,21.4,0.27,react_tool
