call_kind,matrix_size,process,op_type,template_source,samples,host_ns_median,host_ns_p90,gpu_ns_median
llm,1024,mir_operator:decode_layer28,decode_layer28,planner_debate,807,1004557.0,1038479.0,237441.0
llm,1024,mir_operator:decode_layer29,decode_layer29,planner_debate,807,1005022.0,1038171.0,237633.0
llm,1024,mir_operator:decode_layer30,decode_layer30,planner_debate,807,1002008.0,1037305.0,237347.0
llm,1024,mir_operator:decode_layer31,decode_layer31,planner_debate,807,1003585.0,1036367.0,237538.0
llm,1024,mir_operator:decode_layer32,decode_layer32,planner_debate,807,1005485.0,1038629.0,237410.0
llm,1024,mir_operator:decode_layer33,decode_layer33,planner_debate,807,1004199.0,1040343.0,237377.0
llm,1024,mir_operator:decode_layer34,decode_layer34,planner_debate,807,1005695.0,1037737.0,237443.0
llm,1024,mir_operator:decode_layer35,decode_layer35,planner_debate,807,1005546.0,1039115.0,237346.0
llm,1024,mir_operator:decode_sample,decode_sample,planner_debate,807,614071.0,623284.0,7072.0
llm,1024,mir_operator:prefill_embed,prefill_embed,planner_debate,9,102651.0,108467.0,2464.0
llm,1024,mir_operator:prefill_head,prefill_head,planner_debate,9,274649.0,293002.0,2024595.0
llm,1024,mir_operator:prefill_layer00,prefill_layer00,planner_debate,9,1296334.0,1625035.0,701669.0
llm,1024,mir_operator:prefill_layer01,prefill_layer01,planner_debate,9,1172063.0,1238894.0,702757.0
llm,1024,mir_operator:prefill_layer02,prefill_layer02,planner_debate,9,1134193.0,1166975.0,702053.0
llm,1024,mir_operator:prefill_layer03,prefill_layer03,planner_debate,9,1130764.0,1151235.0,704038.0
llm,1024,mir_operator:prefill_layer04,prefill_layer04,planner_debate,9,1050585.0,1123721.0,702375.0
llm,1024,mir_operator:prefill_layer05,prefill_layer05,planner_debate,9,1058358.0,1131816.0,701512.0
llm,1024,mir_operator:prefill_layer06,prefill_layer06,planner_debate,9,1078786.0,1116396.0,702918.0
llm,1024,mir_operator:prefill_layer07,prefill_layer07,planner_debate,9,1065085.0,1105156.0,702118.0
llm,1024,mir_operator:prefill_layer08,prefill_layer08,planner_debate,9,1025992.0,1118261.0,702853.0
llm,1024,mir_operator:prefill_layer09,prefill_layer09,planner_debate,9,1028711.0,1107412.0,702214.0
llm,1024,mir_operator:prefill_layer10,prefill_layer10,planner_debate,9,1085586.0,1109808.0,702984.0
llm,1024,mir_operator:prefill_layer11,prefill_layer11,planner_debate,9,1086782.0,1111776.0,702117.0
llm,1024,mir_operator:prefill_layer12,prefill_layer12,planner_debate,9,1072460.0,1111511.0,704167.0
llm,1024,mir_operator:prefill_layer13,prefill_layer13,planner_debate,9,1065718.0,1115493.0,704070.0
llm,1024,mir_operator:prefill_layer14,prefill_layer14,planner_debate,9,1072757.0,1107871.0,703366.0
llm,1024,mir_operator:prefill_layer15,prefill_layer15,planner_debate,9,1101034.0,1116703.0,704104.0
llm,1024,mir_operator:prefill_layer16,prefill_layer16,planner_debate,9,1098816.0,1117652.0,703302.0
llm,1024,mir_operator:prefill_layer17,prefill_layer17,planner_debate,9,1091940.0,1142813.0,750342.0
llm,1024,mir_operator:prefill_layer18,prefill_layer18,planner_debate,9,1103416.0,1117747.0,703238.0
llm,1024,mir_operator:prefill_layer19,prefill_layer19,planner_debate,9,1111186.0,1132900.0,701062.0
llm,1024,mir_operator:prefill_layer20,prefill_layer20,planner_debate,9,1109969.0,1131681.0,702503.0
llm,1024,mir_operator:prefill_layer21,prefill_layer21,planner_debate,9,1109549.0,1116055.0,702823.0
llm,1024,mir_operator:prefill_layer22,prefill_layer22,planner_debate,9,1107871.0,1137831.0,703975.0
llm,1024,mir_operator:prefill_layer23,prefill_layer23,planner_debate,9,1097322.0,1129301.0,701926.0
llm,1024,mir_operator:prefill_layer24,prefill_layer24,planner_debate,9,1107004.0,1138967.0,787913.0
llm,1024,mir_operator:prefill_layer25,prefill_layer25,planner_debate,9,1083057.0,1125972.0,699975.0
llm,1024,mir_operator:prefill_layer26,prefill_layer26,planner_debate,9,1089581.0,1113438.0,703366.0
llm,1024,mir_operator:prefill_layer27,prefill_layer27,planner_debate,9,1079722.0,1124638.0,702886.0
llm,1024,mir_operator:prefill_layer28,prefill_layer28,planner_debate,9,1080327.0,1107115.0,702789.0
llm,1024,mir_operator:prefill_layer29,prefill_layer29,planner_debate,9,1081791.0,1111534.0,701191.0
llm,1024,mir_operator:prefill_layer30,prefill_layer30,planner_debate,9,1061432.0,1117413.0,702405.0
llm,1024,mir_operator:prefill_layer31,prefill_layer31,planner_debate,9,1072493.0,1102050.0,703237.0
llm,1024,mir_operator:prefill_layer32,prefill_layer32,planner_debate,9,1074360.0,1102193.0,704582.0
llm,1024,mir_operator:prefill_layer33,prefill_layer33,planner_debate,9,1091859.0,1132453.0,703367.0
llm,1024,mir_operator:prefill_layer34,prefill_layer34,planner_debate,9,1108066.0,1125584.0,701481.0
llm,1024,mir_operator:prefill_layer35,prefill_layer35,planner_debate,9,1112760.0,1132513.0,703654.0
llm,1024,mir_operator:prefill_sample,prefill_sample,planner_debate,9,2075150.0,2918892.0,8128.0
llm,1024,pre_d2h_alloc,,planner_debate,9,351037.0,1326163.0,736.0
llm,1024,token_preprocess_cpu,,planner_debate,9,1563366.0,2658732.0,0.0
llm,1024,weight_init,,planner_debate,9,210530.0,251852.0,0.0
llm,768,adapter_dispatch,,react_tool,6,4731.5,5747.0,0.0
llm,768,checksum_complete,,react_tool,6,45491.5,47991.0,0.0
llm,768,d2h_stage,,react_tool,6,129732.0,158988.0,928.0
llm,768,h2d_stage,,react_tool,6,115356.0,131100.0,416.0
llm,768,host_input_generate,,react_tool,6,121477.0,130837.0,0.0
llm,768,inter_operator_dispatch,,react_tool,13098,20555.5,28733.0,0.0
llm,768,mir_operator:decode_embed,decode_embed,react_tool,330,53941.5,59513.0,1760.0
llm,768,mir_operator:decode_head,decode_head,react_tool,330,257848.0,276101.0,661989.0
llm,768,mir_operator:decode_layer00,decode_layer00,react_tool,330,1062467.0,1100443.0,237121.0
llm,768,mir_operator:decode_layer01,decode_layer01,react_tool,330,1028533.0,1057292.0,236979.0
llm,768,mir_operator:decode_layer02,decode_layer02,react_tool,330,1016248.5,1047194.0,236865.0
llm,768,mir_operator:decode_layer03,decode_layer03,react_tool,330,1012360.0,1041103.0,236882.5
llm,768,mir_operator:decode_layer04,decode_layer04,react_tool,330,1010649.0,1040201.0,236850.0
llm,768,mir_operator:decode_layer05,decode_layer05,react_tool,330,1005326.5,1039046.0,236546.5
llm,768,mir_operator:decode_layer06,decode_layer06,react_tool,330,1005615.0,1038663.0,236802.0
llm,768,mir_operator:decode_layer07,decode_layer07,react_tool,330,1006426.5,1036890.0,236866.0
llm,768,mir_operator:decode_layer08,decode_layer08,react_tool,330,1005700.5,1037428.0,236834.0
llm,768,mir_operator:decode_layer09,decode_layer09,react_tool,330,1007069.5,1033178.0,236818.5
llm,768,mir_operator:decode_layer10,decode_layer10,react_tool,330,1013290.5,1033992.0,236882.0
llm,768,mir_operator:decode_layer11,decode_layer11,react_tool,330,1008001.5,1033286.0,236770.0
llm,768,mir_operator:decode_layer12,decode_layer12,react_tool,330,1002733.5,1034327.0,236818.5
llm,768,mir_operator:decode_layer13,decode_layer13,react_tool,330,1003251.5,1033609.0,236897.5
llm,768,mir_operator:decode_layer14,decode_layer14,react_tool,330,1008390.0,1034787.0,236673.5
llm,768,mir_operator:decode_layer15,decode_layer15,react_tool,330,1008691.0,1032472.0,236898.0
llm,768,mir_operator:decode_layer16,decode_layer16,react_tool,330,1012839.0,1034553.0,236961.0
llm,768,mir_operator:decode_layer17,decode_layer17,react_tool,330,1011347.0,1034919.0,236864.5
llm,768,mir_operator:decode_layer18,decode_layer18,react_tool,330,1013372.5,1035918.0,236801.0
llm,768,mir_operator:decode_layer19,decode_layer19,react_tool,330,1014272.5,1034062.0,236930.0
llm,768,mir_operator:decode_layer20,decode_layer20,react_tool,330,1013819.5,1035281.0,236834.5
llm,768,mir_operator:decode_layer21,decode_layer21,react_tool,330,1012056.5,1035501.0,236866.0
llm,768,mir_operator:decode_layer22,decode_layer22,react_tool,330,1011341.5,1034005.0,236897.0
llm,768,mir_operator:decode_layer23,decode_layer23,react_tool,330,1011252.0,1031836.0,236771.0
llm,768,mir_operator:decode_layer24,decode_layer24,react_tool,330,1012259.0,1033614.0,236897.0
llm,768,mir_operator:decode_layer25,decode_layer25,react_tool,330,1009640.0,1033193.0,236898.0
llm,768,mir_operator:decode_layer26,decode_layer26,react_tool,330,1008155.0,1033573.0,236962.0
llm,768,mir_operator:decode_layer27,decode_layer27,react_tool,330,1009675.5,1035220.0,236737.5
llm,768,mir_operator:decode_layer28,decode_layer28,react_tool,330,1007313.5,1032567.0,236897.5
llm,768,mir_operator:decode_layer29,decode_layer29,react_tool,330,1005983.0,1032231.0,237057.0
llm,768,mir_operator:decode_layer30,decode_layer30,react_tool,330,1005515.5,1032740.0,236866.0
llm,768,mir_operator:decode_layer31,decode_layer31,react_tool,330,1003648.5,1031358.0,236929.5
llm,768,mir_operator:decode_layer32,decode_layer32,react_tool,330,1000737.0,1030373.0,236930.0
llm,768,mir_operator:decode_layer33,decode_layer33,react_tool,330,1001983.5,1033675.0,236817.5
llm,768,mir_operator:decode_layer34,decode_layer34,react_tool,330,1003673.5,1033181.0,236930.5
llm,768,mir_operator:decode_layer35,decode_layer35,react_tool,330,1004214.0,1035304.0,236801.0
llm,768,mir_operator:decode_sample,decode_sample,react_tool,330,617497.0,624624.0,7072.0
llm,768,mir_operator:prefill_embed,prefill_embed,react_tool,6,89948.0,98522.0,1760.0
llm,768,mir_operator:prefill_head,prefill_head,react_tool,6,276844.0,287853.0,943591.0
llm,768,mir_operator:prefill_layer00,prefill_layer00,react_tool,6,1429790.0,1531873.0,418067.0
llm,768,mir_operator:prefill_layer01,prefill_layer01,react_tool,6,1308675.5,1429913.0,390883.0
llm,768,mir_operator:prefill_layer02,prefill_layer02,react_tool,6,1188428.5,1261034.0,390546.5
llm,768,mir_operator:prefill_layer03,prefill_layer03,react_tool,6,1134998.0,1142804.0,390866.0
llm,768,mir_operator:prefill_layer04,prefill_layer04,react_tool,6,1129556.5,1134010.0,389988.0
llm,768,mir_operator:prefill_layer05,prefill_layer05,react_tool,6,1108755.5,1128638.0,389075.5
llm,768,mir_operator:prefill_layer06,prefill_layer06,react_tool,6,1074833.0,1120371.0,414787.0
llm,768,mir_operator:prefill_layer07,prefill_layer07,react_tool,6,1063796.0,1109423.0,391986.0
llm,768,mir_operator:prefill_layer08,prefill_layer08,react_tool,6,1030874.5,1089512.0,391667.0
llm,768,mir_operator:prefill_layer09,prefill_layer09,react_tool,6,1024308.5,1065013.0,390754.5
llm,768,mir_operator:prefill_layer10,prefill_layer10,react_tool,6,1062749.5,1109936.0,412676.5
llm,768,mir_operator:prefill_layer11,prefill_layer11,react_tool,6,1088713.5,1127229.0,390562.5
llm,768,mir_operator:prefill_layer12,prefill_layer12,react_tool,6,1093574.5,1121327.0,390050.0
llm,768,mir_operator:prefill_layer13,prefill_layer13,react_tool,6,1116853.5,1119864.0,389715.0
llm,768,mir_operator:prefill_layer14,prefill_layer14,react_tool,6,1113415.5,1117864.0,391012.0
llm,768,mir_operator:prefill_layer15,prefill_layer15,react_tool,6,1108087.0,1124814.0,415986.5
llm,768,mir_operator:prefill_layer16,prefill_layer16,react_tool,6,1103478.0,1131554.0,387954.0
llm,768,mir_operator:prefill_layer17,prefill_layer17,react_tool,6,1100457.0,1117877.0,390820.0
llm,768,mir_operator:prefill_layer18,prefill_layer18,react_tool,6,1103179.5,1125974.0,390914.5
llm,768,mir_operator:prefill_layer19,prefill_layer19,react_tool,6,1101479.0,1123316.0,392146.0
llm,768,mir_operator:prefill_layer20,prefill_layer20,react_tool,6,1077636.0,1126066.0,389203.5
llm,768,mir_operator:prefill_layer21,prefill_layer21,react_tool,6,1053747.5,1121549.0,395204.5
llm,768,mir_operator:prefill_layer22,prefill_layer22,react_tool,6,1058956.5,1107675.0,387651.0
llm,768,mir_operator:prefill_layer23,prefill_layer23,react_tool,6,1056483.0,1094187.0,388420.5
llm,768,mir_operator:prefill_layer24,prefill_layer24,react_tool,6,1070993.5,1120512.0,390900.0
llm,768,mir_operator:prefill_layer25,prefill_layer25,react_tool,6,1067939.5,1132502.0,416387.0
llm,768,mir_operator:prefill_layer26,prefill_layer26,react_tool,6,1090922.0,1111295.0,390322.5
llm,768,mir_operator:prefill_layer27,prefill_layer27,react_tool,6,1079330.5,1090848.0,388914.5
llm,768,mir_operator:prefill_layer28,prefill_layer28,react_tool,6,1087600.5,1096817.0,389235.0
llm,768,mir_operator:prefill_layer29,prefill_layer29,react_tool,6,1090838.5,1116824.0,412082.0
llm,768,mir_operator:prefill_layer30,prefill_layer30,react_tool,6,1101353.5,1113351.0,391603.0
llm,768,mir_operator:prefill_layer31,prefill_layer31,react_tool,6,1100992.0,1121454.0,388099.5
llm,768,mir_operator:prefill_layer32,prefill_layer32,react_tool,6,1106507.5,1116807.0,388690.5
llm,768,mir_operator:prefill_layer33,prefill_layer33,react_tool,6,1103441.0,1120257.0,388259.0
llm,768,mir_operator:prefill_layer34,prefill_layer34,react_tool,6,1102952.5,1113364.0,391155.5
llm,768,mir_operator:prefill_layer35,prefill_layer35,react_tool,6,1096567.0,1112244.0,392322.0
llm,768,mir_operator:prefill_sample,prefill_sample,react_tool,6,888325.0,993991.0,8240.5
llm,768,pre_d2h_alloc,,react_tool,6,229156.0,757181.0,752.0
llm,768,token_preprocess_cpu,,react_tool,6,1153807.0,1182168.0,0.0
llm,768,weight_init,,react_tool,6,192971.0,204461.0,0.0
llm,896,adapter_dispatch,,planner_debate,6,5447.0,7123.0,0.0
llm,896,checksum_complete,,planner_debate,6,44648.5,45998.0,0.0
llm,896,d2h_stage,,planner_debate,6,125259.5,131693.0,944.0
llm,896,h2d_stage,,planner_debate,6,105817.5,108020.0,448.0
llm,896,host_input_generate,,planner_debate,6,130303.0,131109.0,0.0
llm,896,inter_operator_dispatch,,planner_debate,19650,21251.5,29782.0,0.0
llm,896,mir_operator:decode_embed,decode_embed,planner_debate,498,55845.5,61500.0,1760.0
llm,896,mir_operator:decode_head,decode_head,planner_debate,498,263828.5,281231.0,661751.0
llm,896,mir_operator:decode_layer00,decode_layer00,planner_debate,498,1066313.0,1106739.0,237444.0
llm,896,mir_operator:decode_layer01,decode_layer01,planner_debate,498,1029244.0,1063898.0,237346.0
llm,896,mir_operator:decode_layer02,decode_layer02,planner_debate,498,1018051.5,1050240.0,237124.0
llm,896,mir_operator:decode_layer03,decode_layer03,planner_debate,498,1012937.0,1044502.0,237186.5
llm,896,mir_operator:decode_layer04,decode_layer04,planner_debate,498,1008163.5,1043930.0,237154.0
llm,896,mir_operator:decode_layer05,decode_layer05,planner_debate,498,1007166.0,1040513.0,236929.0
llm,896,mir_operator:decode_layer06,decode_layer06,planner_debate,498,1009312.5,1040764.0,237089.5
llm,896,mir_operator:decode_layer07,decode_layer07,planner_debate,498,1007702.0,1041494.0,237202.5
llm,896,mir_operator:decode_layer08,decode_layer08,planner_debate,498,1008360.5,1042489.0,237170.5
llm,896,mir_operator:decode_layer09,decode_layer09,planner_debate,498,1007649.0,1039504.0,237091.5
llm,896,mir_operator:decode_layer10,decode_layer10,planner_debate,498,1008201.5,1039596.0,237153.5
llm,896,mir_operator:decode_layer11,decode_layer11,planner_debate,498,1009094.5,1038441.0,237059.5
llm,896,mir_operator:decode_layer12,decode_layer12,planner_debate,498,1006470.5,1038172.0,237185.5
llm,896,mir_operator:decode_layer13,decode_layer13,planner_debate,498,1001380.0,1038072.0,237187.0
llm,896,mir_operator:decode_layer14,decode_layer14,planner_debate,498,1001339.5,1038880.0,236994.5
llm,896,mir_operator:decode_layer15,decode_layer15,planner_debate,498,1004757.5,1040904.0,237188.0
llm,896,mir_operator:decode_layer16,decode_layer16,planner_debate,498,1005080.0,1035499.0,237218.5
llm,896,mir_operator:decode_layer17,decode_layer17,planner_debate,498,1003294.0,1036667.0,237123.0
llm,896,mir_operator:decode_layer18,decode_layer18,planner_debate,498,1005136.5,1037709.0,237155.0
llm,896,mir_operator:decode_layer19,decode_layer19,planner_debate,498,1003079.0,1038578.0,237251.0
llm,896,mir_operator:decode_layer20,decode_layer20,planner_debate,498,1001810.5,1034502.0,237154.5
llm,896,mir_operator:decode_layer21,decode_layer21,planner_debate,498,1003873.5,1037228.0,237187.0
llm,896,mir_operator:decode_layer22,decode_layer22,planner_debate,498,1003607.0,1038088.0,237058.0
llm,896,mir_operator:decode_layer23,decode_layer23,planner_debate,498,1004188.5,1038161.0,237122.5
llm,896,mir_operator:decode_layer24,decode_layer24,planner_debate,498,1005050.5,1038948.0,237155.0
llm,896,mir_operator:decode_layer25,decode_layer25,planner_debate,498,1005939.5,1037468.0,237188.0
llm,896,mir_operator:decode_layer26,decode_layer26,planner_debate,498,1010381.5,1035860.0,237155.0
llm,896,mir_operator:decode_layer27,decode_layer27,planner_debate,498,1007971.0,1039251.0,237122.0
llm,896,mir_operator:decode_layer28,decode_layer28,planner_debate,498,1005867.0,1041089.0,237089.0
llm,896,mir_operator:decode_layer29,decode_layer29,planner_debate,498,1004694.0,1036926.0,237347.0
llm,896,mir_operator:decode_layer30,decode_layer30,planner_debate,498,1004270.5,1036455.0,237121.0
llm,896,mir_operator:decode_layer31,decode_layer31,planner_debate,498,1002983.0,1037497.0,237266.5
llm,896,mir_operator:decode_layer32,decode_layer32,planner_debate,498,1004744.0,1036641.0,237187.0
llm,896,mir_operator:decode_layer33,decode_layer33,planner_debate,498,1002592.0,1040096.0,237122.0
llm,896,mir_operator:decode_layer34,decode_layer34,planner_debate,498,1004128.0,1038484.0,237123.0
llm,896,mir_operator:decode_layer35,decode_layer35,planner_debate,498,1003797.0,1037642.0,237122.0
llm,896,mir_operator:decode_sample,decode_sample,planner_debate,498,615393.0,624021.0,7072.0
llm,896,mir_operator:prefill_embed,prefill_embed,planner_debate,6,97258.5,102273.0,2016.0
llm,896,mir_operator:prefill_head,prefill_head,planner_debate,6,280109.5,291592.0,1619679.0
llm,896,mir_operator:prefill_layer00,prefill_layer00,planner_debate,6,1349863.0,1399309.0,541990.0
llm,896,mir_operator:prefill_layer01,prefill_layer01,planner_debate,6,1205152.5,1210274.0,542500.0
llm,896,mir_operator:prefill_layer02,prefill_layer02,planner_debate,6,1164431.5,1189504.0,542485.0
llm,896,mir_operator:prefill_layer03,prefill_layer03,planner_debate,6,1151799.5,1173170.0,541445.5
llm,896,mir_operator:prefill_layer04,prefill_layer04,planner_debate,6,1136786.5,1162448.0,542549.0
llm,896,mir_operator:prefill_layer05,prefill_layer05,planner_debate,6,1139237.5,1156625.0,541702.0
llm,896,mir_operator:prefill_layer06,prefill_layer06,planner_debate,6,1150345.5,1178997.0,542213.0
llm,896,mir_operator:prefill_layer07,prefill_layer07,planner_debate,6,1158480.0,1166125.0,541652.5
llm,896,mir_operator:prefill_layer08,prefill_layer08,planner_debate,6,1148734.5,1154968.0,578310.0
llm,896,mir_operator:prefill_layer09,prefill_layer09,planner_debate,6,1159102.0,1169781.0,541829.5
llm,896,mir_operator:prefill_layer10,prefill_layer10,planner_debate,6,1117324.0,1157675.0,540437.5
llm,896,mir_operator:prefill_layer11,prefill_layer11,planner_debate,6,1103863.0,1161832.0,553749.5
llm,896,mir_operator:prefill_layer12,prefill_layer12,planner_debate,6,1111714.5,1152394.0,579348.5
llm,896,mir_operator:prefill_layer13,prefill_layer13,planner_debate,6,1125840.5,1149058.0,541365.0
llm,896,mir_operator:prefill_layer14,prefill_layer14,planner_debate,6,1101209.0,1165106.0,540756.0
llm,896,mir_operator:prefill_layer15,prefill_layer15,planner_debate,6,1085039.0,1151542.0,542597.0
llm,896,mir_operator:prefill_layer16,prefill_layer16,planner_debate,6,1069042.5,1160046.0,542740.5
llm,896,mir_operator:prefill_layer17,prefill_layer17,planner_debate,6,1108048.5,1135695.0,541669.5
llm,896,mir_operator:prefill_layer18,prefill_layer18,planner_debate,6,1117637.5,1147697.0,541701.5
llm,896,mir_operator:prefill_layer19,prefill_layer19,planner_debate,6,1120341.0,1141946.0,541796.5
llm,896,mir_operator:prefill_layer20,prefill_layer20,planner_debate,6,1120277.5,1143578.0,541636.5
llm,896,mir_operator:prefill_layer21,prefill_layer21,planner_debate,6,1122393.0,1143261.0,541589.0
llm,896,mir_operator:prefill_layer22,prefill_layer22,planner_debate,6,1129233.5,1171300.0,571078.5
llm,896,mir_operator:prefill_layer23,prefill_layer23,planner_debate,6,1126244.5,1153706.0,578214.0
llm,896,mir_operator:prefill_layer24,prefill_layer24,planner_debate,6,1129938.0,1150436.0,542981.0
llm,896,mir_operator:prefill_layer25,prefill_layer25,planner_debate,6,1121332.0,1148803.0,542421.5
llm,896,mir_operator:prefill_layer26,prefill_layer26,planner_debate,6,1126092.0,1157540.0,541687.0
llm,896,mir_operator:prefill_layer27,prefill_layer27,planner_debate,6,1140422.5,1142857.0,541654.0
llm,896,mir_operator:prefill_layer28,prefill_layer28,planner_debate,6,1132747.0,1150347.0,542262.0
llm,896,mir_operator:prefill_layer29,prefill_layer29,planner_debate,6,1126022.5,1141152.0,542134.0
llm,896,mir_operator:prefill_layer30,prefill_layer30,planner_debate,6,1121415.5,1132098.0,603029.5
llm,896,mir_operator:prefill_layer31,prefill_layer31,planner_debate,6,1110606.0,1129443.0,541572.5
llm,896,mir_operator:prefill_layer32,prefill_layer32,planner_debate,6,1104586.0,1123606.0,541572.0
llm,896,mir_operator:prefill_layer33,prefill_layer33,planner_debate,6,1106207.0,1145331.0,541670.0
llm,896,mir_operator:prefill_layer34,prefill_layer34,planner_debate,6,1108897.0,1138734.0,567878.0
llm,896,mir_operator:prefill_layer35,prefill_layer35,planner_debate,6,1094282.0,1140905.0,542166.0
llm,896,mir_operator:prefill_sample,prefill_sample,planner_debate,6,1588455.0,1658580.0,8208.5
llm,896,pre_d2h_alloc,,planner_debate,6,252151.0,365828.0,736.0
llm,896,token_preprocess_cpu,,planner_debate,6,1181560.0,1718738.0,0.0
llm,896,weight_init,,planner_debate,6,200141.5,231980.0,0.0
tool,256,agent_tool_execute_cpu,,planner_debate+react_tool,6,359435.5,439326.0,0.0
