workload,matrix_size,process,matched_kernel_family,kernel_family_instance_count,ncu_status,ncu_profiled_kernel_names,first_launch_order,sm_throughput_pct,tensor_pipe_active_pct,dram_cycles_active_pct,dram_bw_pct_of_peak,l2_throughput_pct,l2_hit_rate_pct,achieved_occupancy_pct,waves_per_sm,gemm_tflops_from_replay,dominant_stalls,hardware_bottleneck_interpretation
planner_debate,1024,mir_operator:prefill_layer02,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,116941,28.6,0.0,20.01,0.0,12.33,53.52,70.07,1.33,,,"underutilised: SM 39 %, DRAM 28 %, L2 17 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer02,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,116951,22.36,12.16,41.06,0.0,27.97,54.96,33.67,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer03,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,116970,8.42,0.0,46.13,0.0,28.04,52.29,50.53,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer03,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",116971,0.36,0.0,25.01,0.0,11.91,61.61,14.6,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer03,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",116972,6.6,0.0,51.21,0.0,20.13,13.45,44.73,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer03,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",116973,16.75,0.0,38.9,0.0,23.03,55.09,65.41,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer03,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,116978,37.19,41.7,30.85,0.0,67.16,90.82,13.83,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer03,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",116998,13.3,0.0,61.34,0.0,24.22,38.71,50.97,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer03,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,116999,27.96,0.0,20.04,0.0,12.31,53.62,69.79,1.33,,,"underutilised: SM 39 %, DRAM 28 %, L2 19 %, occ 75 %"
planner_debate,1024,mir_operator:prefill_layer03,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117009,22.43,12.08,41.76,0.0,27.95,54.88,34.08,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer04,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117028,8.42,0.0,45.49,0.0,28.52,52.31,50.26,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 32 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer04,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117029,0.75,0.0,25.29,0.0,12.02,61.33,14.47,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer04,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117030,6.68,0.0,50.7,0.0,19.92,13.43,44.55,0.34,,,"underutilised: SM 2 %, DRAM 51 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer04,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117031,16.18,0.0,39.07,0.0,22.96,56.2,66.12,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer04,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117036,37.1,41.46,30.92,0.0,67.23,90.83,13.72,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer04,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117056,13.54,0.0,58.32,0.0,23.17,38.87,51.18,0.67,,,"underutilised: SM 14 %, DRAM 30 %, L2 18 %, occ 56 %"
planner_debate,1024,mir_operator:prefill_layer04,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117057,28.31,0.0,20.01,0.0,12.28,53.56,70.19,1.33,,,"underutilised: SM 40 %, DRAM 28 %, L2 17 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer04,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117067,22.33,12.16,45.09,0.0,27.96,54.94,34.02,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer05,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117086,8.32,0.0,45.78,0.0,28.27,51.95,50.7,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 65 %"
planner_debate,1024,mir_operator:prefill_layer05,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117087,0.79,0.0,24.96,0.0,11.95,59.52,14.63,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer05,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117088,6.73,0.0,50.14,0.0,19.73,13.5,44.53,0.34,,,"underutilised: SM 2 %, DRAM 50 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer05,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117089,16.56,0.0,38.73,0.0,22.47,56.07,65.77,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer05,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117094,37.32,41.5,31.12,0.0,67.13,90.84,13.72,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer05,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117114,13.44,0.0,60.66,0.0,23.96,38.73,50.11,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer05,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117115,28.38,0.0,20.19,0.0,12.29,53.55,70.09,1.33,,,"underutilised: SM 39 %, DRAM 28 %, L2 17 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer05,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117125,22.47,11.98,41.86,0.0,27.97,54.92,33.78,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer06,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117144,8.34,0.0,44.94,0.0,28.35,52.07,50.48,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer06,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117145,0.76,0.0,25.45,0.0,17.94,59.99,14.36,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer06,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117146,6.66,0.0,52.42,0.0,20.65,13.24,44.6,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 21 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer06,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117147,16.8,0.0,39.14,0.0,22.77,55.0,65.68,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer06,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117152,37.19,41.77,31.4,0.0,67.1,90.83,13.84,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer06,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117172,13.58,0.0,59.54,0.0,23.48,38.9,50.52,0.67,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer06,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117173,27.96,0.0,19.39,0.0,11.91,53.54,70.19,1.33,,,"underutilised: SM 38 %, DRAM 28 %, L2 17 %, occ 77 %"
planner_debate,1024,mir_operator:prefill_layer06,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117183,22.49,12.27,41.48,0.0,28.01,54.96,33.79,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer07,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117202,8.48,0.0,46.61,0.0,28.38,52.22,50.62,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer07,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117203,0.76,0.0,25.2,0.0,11.84,51.61,14.41,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer07,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117204,6.52,0.0,52.24,0.0,20.53,13.46,44.59,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 21 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer07,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117205,16.75,0.0,38.48,0.0,22.81,56.11,65.72,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer07,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117210,38.24,41.38,30.81,0.0,66.82,90.83,13.82,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer07,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117230,13.4,0.0,59.61,0.0,23.58,38.73,50.64,0.67,,,"underutilised: SM 13 %, DRAM 30 %, L2 18 %, occ 52 %"
planner_debate,1024,mir_operator:prefill_layer07,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117231,28.23,0.0,19.74,0.0,12.02,53.61,70.08,1.33,,,"underutilised: SM 38 %, DRAM 28 %, L2 17 %, occ 77 %"
planner_debate,1024,mir_operator:prefill_layer07,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117241,22.39,12.13,41.6,0.0,27.9,54.94,33.79,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer08,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117260,8.38,0.0,44.67,0.0,28.47,51.53,50.68,0.83,,,"underutilised: SM 20 %, DRAM 34 %, L2 32 %, occ 65 %"
planner_debate,1024,mir_operator:prefill_layer08,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117261,0.79,0.0,25.92,0.0,12.37,59.9,14.37,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer08,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117262,3.34,0.0,51.59,0.0,20.27,13.67,44.54,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer08,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117263,16.66,0.0,38.61,0.0,22.47,56.04,65.87,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer08,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117268,38.69,41.83,31.04,0.0,67.16,90.82,13.74,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer08,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117288,13.69,0.0,61.02,0.0,24.12,37.88,51.07,0.67,,,"underutilised: SM 14 %, DRAM 30 %, L2 18 %, occ 53 %"
planner_debate,1024,mir_operator:prefill_layer08,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117289,28.64,0.0,19.82,0.0,12.32,53.56,70.03,1.33,,,"underutilised: SM 39 %, DRAM 28 %, L2 17 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer08,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117299,22.42,12.16,45.02,0.0,28.13,54.89,33.91,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer09,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117318,8.26,0.0,41.08,0.0,27.77,52.21,50.2,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer09,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117319,0.75,0.0,26.22,0.0,20.21,59.68,14.44,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer09,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117320,6.5,0.0,50.24,0.0,19.73,13.46,44.74,0.34,,,"underutilised: SM 2 %, DRAM 50 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer09,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117321,16.73,0.0,38.53,0.0,22.7,55.6,65.13,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer09,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117326,38.04,41.8,30.87,0.0,67.05,90.82,13.75,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer09,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117346,12.38,0.0,60.02,0.0,23.84,38.93,50.67,0.67,,,"underutilised: SM 14 %, DRAM 30 %, L2 18 %, occ 56 %"
planner_debate,1024,mir_operator:prefill_layer09,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117347,28.02,0.0,20.22,0.0,12.38,53.89,70.16,1.33,,,"underutilised: SM 39 %, DRAM 27 %, L2 16 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer09,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117357,22.34,12.05,41.23,0.0,27.76,54.87,33.74,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 29 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer10,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117376,8.46,0.0,45.0,0.0,28.46,52.26,50.38,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer10,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117377,0.79,0.0,25.27,0.0,11.98,51.58,14.47,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer10,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117378,6.49,0.0,51.85,0.0,20.36,13.13,44.46,0.34,,,"underutilised: SM 2 %, DRAM 52 %, L2 21 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer10,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117379,16.71,0.0,38.99,0.0,22.78,55.03,65.43,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer10,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117384,37.22,41.18,30.66,0.0,66.97,90.83,13.89,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer10,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117404,8.96,0.0,60.74,0.0,24.02,39.96,51.72,0.67,,,"underutilised: SM 13 %, DRAM 30 %, L2 18 %, occ 55 %"
planner_debate,1024,mir_operator:prefill_layer10,concat,12,profiled,void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::Opaqu,117405,28.63,0.0,20.17,0.0,12.28,53.29,70.1,1.33,,,"underutilised: SM 39 %, DRAM 28 %, L2 17 %, occ 76 %"
planner_debate,1024,mir_operator:prefill_layer10,attention,6,profiled,void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne,117415,22.37,12.3,46.19,0.0,28.14,54.96,33.71,1.89,,,"underutilised: SM 18 %, DRAM 19 %, L2 30 %, occ 8 %"
planner_debate,1024,mir_operator:prefill_layer11,copy,24,profiled,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_,117434,8.44,0.0,45.64,0.0,28.4,52.24,50.76,0.83,,,"underutilised: SM 20 %, DRAM 35 %, L2 32 %, occ 64 %"
planner_debate,1024,mir_operator:prefill_layer11,elementwise_unary,24,profiled,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>",117435,0.74,0.0,25.26,0.0,12.27,52.97,14.6,0.15,,,DRAM-bandwidth-bound
planner_debate,1024,mir_operator:prefill_layer11,reduce,12,profiled,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanO",117436,6.76,0.0,49.1,0.0,19.26,13.21,44.38,0.34,,,"underutilised: SM 2 %, DRAM 50 %, L2 20 %, occ 33 %"
planner_debate,1024,mir_operator:prefill_layer11,elementwise_binary,51,profiled,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnS",117437,16.41,0.0,38.77,0.0,22.9,56.05,65.87,1.17,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,1024,mir_operator:prefill_layer11,gemm,21,profiled,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,117442,37.25,41.48,31.24,0.0,66.8,90.82,13.76,1.0,,,tensor-core compute-bound
planner_debate,1024,mir_operator:prefill_layer11,elementwise_other,21,profiled,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl",117462,13.9,0.0,58.99,0.0,23.2,38.44,50.35,0.67,,,"underutilised: SM 14 %, DRAM 30 %, L2 18 %, occ 55 %"
