workload,phase,iteration,call_id,op_index,op_type,engine,attribution_basis,nvtx_cpu_ns,nvtx_start,gpu_work_ns,kernel_ns,memcpy_memset_ns,kernel_count,memcpy_memset_count,launch_to_gpu_start_ns,gpu_span_ns,kernel_families,kernel_names
react_tool_L_it1,measured,0,answer,6,RMSNormOp,ve,nvtx_operator_range,319592,3544608724,141948,141948,0,7,0,10214,177723,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,0,answer,7,AddOp,ve,nvtx_operator_range,103128,3544940024,11424,11424,0,1,0,9010,11424,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,0,answer,8,RMSNormOp,ve,nvtx_operator_range,212092,3545050589,126396,126396,0,7,0,8359,130684,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,0,answer,10,LinearOp,me,nvtx_operator_range,511008,3545270560,372213,372213,0,1,0,11898,372213,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,0,answer,11,LinearOp,me,nvtx_operator_range,449840,3545789830,369845,369845,0,1,0,8101,369845,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,0,answer,12,LinearOp,me,nvtx_operator_range,438582,3546246573,369653,369653,0,1,0,7327,369653,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,0,answer,13,ViewOp,de,nvtx_operator_range,77187,3546693902,0,0,0,0,0,,,,
react_tool_L_it1,measured,0,answer,14,TransposeOp,de,nvtx_operator_range,235393,3546777495,133180,133180,0,1,0,11360,133180,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,1,plan,,call_overhead,,gap_before_operator,,,842857,31904,810953,2,1,25473,1075394,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,1,answer,,call_overhead,,gap_before_operator,,,2507896,31615,2476281,2,3,12463,92740101,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,1,plan,6,RMSNormOp,ve,nvtx_operator_range,335912,3633800110,143451,143451,0,7,0,10865,185050,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,1,plan,7,AddOp,ve,nvtx_operator_range,104410,3634148826,11424,11424,0,1,0,9125,11424,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,1,plan,8,RMSNormOp,ve,nvtx_operator_range,223380,3634261075,126460,126460,0,7,0,9115,130588,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,1,plan,10,LinearOp,me,nvtx_operator_range,517976,3634493023,371798,371798,0,1,0,11314,371798,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,plan,11,LinearOp,me,nvtx_operator_range,473921,3635020821,370486,370486,0,1,0,9827,370486,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,plan,12,LinearOp,me,nvtx_operator_range,445890,3635502051,369366,369366,0,1,0,8532,369366,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,plan,13,ViewOp,de,nvtx_operator_range,76895,3635956728,0,0,0,0,0,,,,
react_tool_L_it1,measured,1,plan,14,TransposeOp,de,nvtx_operator_range,245003,3636039742,132700,132700,0,1,0,11443,132700,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,1,answer,6,RMSNormOp,ve,nvtx_operator_range,352560,3725557699,141404,141404,0,7,0,11455,181499,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,1,answer,7,AddOp,ve,nvtx_operator_range,169719,3725927045,11551,11551,0,1,0,16774,11551,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,1,answer,8,RMSNormOp,ve,nvtx_operator_range,254161,3726109964,127069,127069,0,7,0,12620,146172,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,1,answer,10,LinearOp,me,nvtx_operator_range,519965,3726372814,372021,372021,0,1,0,11367,372021,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,answer,11,LinearOp,me,nvtx_operator_range,459883,3726899916,370997,370997,0,1,0,8039,370997,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,answer,12,LinearOp,me,nvtx_operator_range,481990,3727371908,370678,370678,0,1,0,12213,370678,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,1,answer,13,ViewOp,de,nvtx_operator_range,86271,3727861317,0,0,0,0,0,,,,
react_tool_L_it1,measured,1,answer,14,TransposeOp,de,nvtx_operator_range,236113,3727953625,133020,133020,0,1,0,11936,133020,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,2,plan,,call_overhead,,gap_before_operator,,,859079,31679,827400,2,1,30238,1051202,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,2,answer,,call_overhead,,gap_before_operator,,,2496343,31839,2464504,2,3,11531,92691161,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,2,plan,6,RMSNormOp,ve,nvtx_operator_range,304942,3814483291,142235,142235,0,7,0,9585,170875,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,2,plan,7,AddOp,ve,nvtx_operator_range,102886,3814799225,11360,11360,0,1,0,9170,11360,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,2,plan,8,RMSNormOp,ve,nvtx_operator_range,223112,3814909514,146908,146908,0,7,0,8423,151164,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,2,plan,10,LinearOp,me,nvtx_operator_range,501012,3815140329,370773,370773,0,1,0,10258,370773,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,plan,11,LinearOp,me,nvtx_operator_range,446519,3815648854,369429,369429,0,1,0,8397,369429,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,plan,12,LinearOp,me,nvtx_operator_range,443001,3816101864,370550,370550,0,1,0,7634,370550,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,plan,13,ViewOp,de,nvtx_operator_range,81021,3816555792,0,0,0,0,0,,,,
react_tool_L_it1,measured,2,plan,14,TransposeOp,de,nvtx_operator_range,255414,3816642762,153595,153595,0,1,0,12329,153595,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,2,answer,6,RMSNormOp,ve,nvtx_operator_range,299891,3906402223,144156,144156,0,7,0,11094,163099,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,2,answer,7,AddOp,ve,nvtx_operator_range,101422,3906712609,11488,11488,0,1,0,9395,11488,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,2,answer,8,RMSNormOp,ve,nvtx_operator_range,208452,3906820874,126556,126556,0,7,0,8376,130556,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,2,answer,10,LinearOp,me,nvtx_operator_range,494681,3907036843,371478,371478,0,1,0,9983,371478,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,answer,11,LinearOp,me,nvtx_operator_range,446968,3907539073,370774,370774,0,1,0,8012,370774,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,answer,12,LinearOp,me,nvtx_operator_range,441496,3907992644,370550,370550,0,1,0,8401,370550,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,2,answer,13,ViewOp,de,nvtx_operator_range,75366,3908447337,0,0,0,0,0,,,,
react_tool_L_it1,measured,2,answer,14,TransposeOp,de,nvtx_operator_range,227465,3908528192,133276,133276,0,1,0,10282,133276,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,3,plan,,call_overhead,,gap_before_operator,,,838216,31807,806409,2,1,19034,1019011,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,3,answer,,call_overhead,,gap_before_operator,,,2470202,31808,2438394,2,3,10631,92292421,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,3,plan,6,RMSNormOp,ve,nvtx_operator_range,298101,3995173088,143260,143260,0,7,0,10891,161116,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,3,plan,7,AddOp,ve,nvtx_operator_range,104125,3995482630,11456,11456,0,1,0,9293,11456,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,3,plan,8,RMSNormOp,ve,nvtx_operator_range,211355,3995594231,127965,127965,0,7,0,8688,132124,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,3,plan,10,LinearOp,me,nvtx_operator_range,496583,3995813293,371446,371446,0,1,0,10112,371446,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,plan,11,LinearOp,me,nvtx_operator_range,446848,3996316974,370038,370038,0,1,0,8251,370038,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,plan,12,LinearOp,me,nvtx_operator_range,442952,3996770735,369910,369910,0,1,0,8476,369910,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,plan,13,ViewOp,de,nvtx_operator_range,103411,3997220208,0,0,0,0,0,,,,
react_tool_L_it1,measured,3,plan,14,TransposeOp,de,nvtx_operator_range,227481,3997329925,132700,132700,0,1,0,10053,132700,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,3,answer,6,RMSNormOp,ve,nvtx_operator_range,326891,4086598396,142044,142044,0,7,0,10685,178811,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,3,answer,7,AddOp,ve,nvtx_operator_range,105401,4086943936,11455,11455,0,1,0,9526,11455,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,3,answer,8,RMSNormOp,ve,nvtx_operator_range,219441,4087056145,125148,125148,0,7,0,8990,134332,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,3,answer,10,LinearOp,me,nvtx_operator_range,506685,4087283433,370262,370262,0,1,0,10602,370262,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,answer,11,LinearOp,me,nvtx_operator_range,448929,4087797525,370998,370998,0,1,0,8942,370998,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,answer,12,LinearOp,me,nvtx_operator_range,438829,4088252861,370198,370198,0,1,0,7434,370198,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,3,answer,13,ViewOp,de,nvtx_operator_range,78297,4088699923,0,0,0,0,0,,,,
react_tool_L_it1,measured,3,answer,14,TransposeOp,de,nvtx_operator_range,233800,4088783795,132924,132924,0,1,0,10887,132924,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_tool_L_it1,measured,4,plan,,call_overhead,,gap_before_operator,,,851879,31647,820232,2,1,22221,1094400,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,4,answer,,call_overhead,,gap_before_operator,,,2469305,31711,2437594,2,3,12958,92917171,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_tool_L_it1,measured,4,plan,6,RMSNormOp,ve,nvtx_operator_range,325888,4175630969,143868,143868,0,7,0,10372,170299,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,4,plan,7,AddOp,ve,nvtx_operator_range,102417,4175968445,11360,11360,0,1,0,8835,11360,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_tool_L_it1,measured,4,plan,8,RMSNormOp,ve,nvtx_operator_range,211423,4176078661,127421,127421,0,7,0,8876,131645,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_tool_L_it1,measured,4,plan,10,LinearOp,me,nvtx_operator_range,506385,4176298297,370806,370806,0,1,0,9823,370806,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,4,plan,11,LinearOp,me,nvtx_operator_range,450995,4176812142,370229,370229,0,1,0,9590,370229,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,4,plan,12,LinearOp,me,nvtx_operator_range,443047,4177270031,371286,371286,0,1,0,7787,371286,gemm,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
react_tool_L_it1,measured,4,plan,13,ViewOp,de,nvtx_operator_range,76261,4177720529,0,0,0,0,0,,,,
react_tool_L_it1,measured,4,plan,14,TransposeOp,de,nvtx_operator_range,257131,4177802836,133084,133084,0,1,0,10650,133084,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
